B01002_001E,B01003_001E,B17001_002E,B19013_001E,B19301_001E,NAME,zip code tabulation area
24.4,30504,11263,35135,23872,ZCTA5 32607,32607
27.4,43916,12957,39608,27445,ZCTA5 32608,32608
35.9,17768,4390,33504,17401,ZCTA5 32609,32609
19.1,6564,0,,1524,ZCTA5 32612,32612
43.5,14997,2145,54899,28621,ZCTA5 32615,32615
50.5,430,203,14412,12226,ZCTA5 32616,32616
46.5,4351,685,41131,21505,ZCTA5 32617,32617
45.2,7648,1515,43440,24779,ZCTA5 32618,32618
44.2,4566,977,38025,25233,ZCTA5 32619,32619
42.1,5697,1500,27910,14085,ZCTA5 32621,32621
44,1272,114,52917,22760,ZCTA5 32622,32622
47.2,1671,254,42969,20025,ZCTA5 32625,32625
46.9,8440,2178,33439,19536,ZCTA5 32626,32626
37.9,5415,1021,38841,15557,ZCTA5 32628,32628
64.3,275,22,48966,27600,ZCTA5 32631,32631
64.2,50,10,36375,21166,ZCTA5 32639,32639
47.2,11102,2116,35579,19201,ZCTA5 32640,32640
34.9,12691,3635,27035,13599,ZCTA5 32641,32641
42.5,10443,1783,50561,23725,ZCTA5 32643,32643
52.5,337,27,33250,18531,ZCTA5 32648,32648
42.9,14122,1182,69574,36104,ZCTA5 32653,32653
46.1,13565,1744,45464,22362,ZCTA5 32656,32656
50.6,182,64,36500,18238,ZCTA5 32658,32658
61.7,373,46,46250,30436,ZCTA5 32664,32664
50.1,6527,1153,47431,25207,ZCTA5 32666,32666
55.1,3546,384,44498,33877,ZCTA5 32667,32667
45.4,4799,823,42284,21661,ZCTA5 32668,32668
39.2,11190,1620,56551,26696,ZCTA5 32669,32669
48.4,9765,1593,31466,17190,ZCTA5 32680,32680
47.2,138,100,,13893,ZCTA5 32681,32681
45.9,337,202,36563,13575,ZCTA5 32683,32683
38.6,6106,1347,40162,17562,ZCTA5 32686,32686
69.2,263,0,61250,32818,ZCTA5 32692,32692
36.2,12770,2657,37212,17424,ZCTA5 32693,32693
33.2,2766,767,39375,19142,ZCTA5 32694,32694
45.7,10904,2191,38805,20890,ZCTA5 32696,32696
26.4,249,62,30580,8125,ZCTA5 32697,32697
42.7,21426,2260,48745,26638,ZCTA5 32701,32701
52.8,2448,502,33750,39101,ZCTA5 32702,32702
34.7,47824,8798,47355,22386,ZCTA5 32703,32703
38.7,34681,3555,48043,25235,ZCTA5 32707,32707
39.1,43157,3885,65751,31083,ZCTA5 32708,32708
42.8,2271,394,48705,19113,ZCTA5 32709,32709
39.1,42401,5689,63347,27859,ZCTA5 32712,32712
48.3,19506,1262,54098,26927,ZCTA5 32713,32713
36.8,35085,4116,49257,26569,ZCTA5 32714,32714
44.1,31190,6193,41455,21274,ZCTA5 32720,32720
41.9,31623,5906,44181,22764,ZCTA5 32724,32724
40.2,45736,6880,45059,19880,ZCTA5 32725,32725
43.1,19962,4187,36376,21381,ZCTA5 32726,32726
43.3,5485,719,42581,25116,ZCTA5 32730,32730
50.3,3799,385,45250,26439,ZCTA5 32732,32732
50.3,3384,251,43321,25643,ZCTA5 32735,32735
44.9,9617,1741,54483,24538,ZCTA5 32736,32736
36.1,43347,5628,50346,20302,ZCTA5 32738,32738
47.2,3333,419,54336,23486,ZCTA5 32744,32744
40.6,41032,3086,75344,36117,ZCTA5 32746,32746
42.7,23173,1991,61630,27056,ZCTA5 32750,32750
43,20666,1712,71561,37416,ZCTA5 32751,32751
48,10156,1349,48786,25047,ZCTA5 32754,32754
44.8,23380,3270,49912,28457,ZCTA5 32757,32757
53.2,2797,587,32083,20092,ZCTA5 32759,32759
43.9,21188,4253,34672,19227,ZCTA5 32763,32763
48.1,3576,314,44057,23259,ZCTA5 32764,32764
33.4,58153,7300,68995,30010,ZCTA5 32765,32765
37.4,15355,572,86301,30940,ZCTA5 32766,32766
42.1,2799,804,32407,14529,ZCTA5 32767,32767
35.5,47609,8277,50147,24907,ZCTA5 32771,32771
35.9,28698,5529,41207,18690,ZCTA5 32773,32773
41.3,9902,439,60873,28923,ZCTA5 32776,32776
51.8,19468,2939,40578,23210,ZCTA5 32778,32778
45,28555,1157,81186,41183,ZCTA5 32779,32779
45.7,34562,5382,42472,25171,ZCTA5 32780,32780
45.5,11335,2278,44250,19963,ZCTA5 32784,32784
41.3,24635,2573,63398,51443,ZCTA5 32789,32789
33.2,49308,9176,40137,23646,ZCTA5 32792,32792
46.6,21099,3110,45507,22985,ZCTA5 32796,32796
67.3,2623,631,34367,21656,ZCTA5 32798,32798
37.4,11237,2071,47151,40726,ZCTA5 32801,32801
39.4,17680,1950,53101,40884,ZCTA5 32803,32803
40.4,16826,1911,58548,42558,ZCTA5 32804,32804
36.2,22001,7757,23950,14649,ZCTA5 32805,32805
38.9,25598,3717,51996,32396,ZCTA5 32806,32806
33.6,32604,7754,35980,17077,ZCTA5 32807,32807
31.3,50146,13761,33511,14303,ZCTA5 32808,32808
35.8,25126,6516,31966,18829,ZCTA5 32809,32809
33.9,33503,6957,42580,21716,ZCTA5 32810,32810
29.8,38301,9663,34189,15654,ZCTA5 32811,32811
35.6,36753,5792,45934,25011,ZCTA5 32812,32812
33.1,6061,227,96766,59903,ZCTA5 32814,32814
28.6,33015,6396,44823,21243,ZCTA5 32817,32817
33.3,45957,8258,39913,17911,ZCTA5 32818,32818
39.1,25461,3087,66330,34133,ZCTA5 32819,32819
33,8767,1007,69861,25629,ZCTA5 32820,32820
35.7,16355,2760,43163,22830,ZCTA5 32821,32821
32.4,56111,14245,32903,16493,ZCTA5 32822,32822
34.6,36515,5046,48110,18449,ZCTA5 32824,32824
32.6,59099,9386,52684,22333,ZCTA5 32825,32825
22.1,29990,5054,40966,14890,ZCTA5 32826,32826
36.7,6576,316,85880,40104,ZCTA5 32827,32827
30.4,58491,7674,62054,27670,ZCTA5 32828,32828
31.3,20542,2321,67947,24976,ZCTA5 32829,32829
76.8,7,0,,26371,ZCTA5 32830,32830
36.8,2768,4,32315,4068,ZCTA5 32831,32831
31.7,16194,700,75331,29534,ZCTA5 32832,32832
36,9014,1456,59000,24679,ZCTA5 32833,32833
32.7,43477,5230,49448,26833,ZCTA5 32835,32835
37.9,17137,1579,80270,46469,ZCTA5 32836,32836
35.3,53184,6103,55443,23371,ZCTA5 32837,32837
31,46052,10756,32248,16532,ZCTA5 32839,32839
45.9,24700,5027,29818,19903,ZCTA5 32901,32901
48.8,12954,1710,64458,42036,ZCTA5 32903,32903
44,27160,2172,53205,26231,ZCTA5 32904,32904
42.7,22301,4943,32310,20569,ZCTA5 32905,32905
42.3,41735,6885,49009,22428,ZCTA5 32907,32907
36.2,11068,2452,46466,17395,ZCTA5 32908,32908
39.5,30393,4851,45536,19553,ZCTA5 32909,32909
54.2,9868,1430,41060,35506,ZCTA5 32920,32920
40.4,14945,5191,25797,17447,ZCTA5 32922,32922
25,1293,63,46571,20126,ZCTA5 32925,32925
43.2,23047,2989,47314,22892,ZCTA5 32926,32926
41.1,25480,2829,53633,23439,ZCTA5 32927,32927
53.6,13958,1281,47952,34327,ZCTA5 32931,32931
48.6,17723,1014,64327,33002,ZCTA5 32934,32934
44.5,39920,5620,40828,23658,ZCTA5 32935,32935
47.5,25312,2325,60313,36070,ZCTA5 32937,32937
46.6,33752,1683,73084,34874,ZCTA5 32940,32940
30.4,7449,2044,32234,13777,ZCTA5 32948,32948
55,2513,95,58125,35126,ZCTA5 32949,32949
51.6,3917,402,59722,31976,ZCTA5 32950,32950
53.9,11329,927,59604,38862,ZCTA5 32951,32951
48.5,20289,1682,64256,36644,ZCTA5 32952,32952
48.6,22097,3239,51470,28451,ZCTA5 32953,32953
44.6,35927,2540,59803,31679,ZCTA5 32955,32955
51.5,25752,2788,42633,24071,ZCTA5 32958,32958
46.9,20097,4410,30832,21580,ZCTA5 32960,32960
46.5,21484,3601,39612,23156,ZCTA5 32962,32962
65.7,14894,758,92137,86330,ZCTA5 32963,32963
60.3,15510,1818,43825,29683,ZCTA5 32966,32966
40.2,19901,4283,44667,23754,ZCTA5 32967,32967
42.5,13812,878,63007,27387,ZCTA5 32968,32968
33.9,570,259,16615,9429,ZCTA5 32970,32970
66,8804,1408,31865,21743,ZCTA5 32976,32976
64.3,211,7,50313,31711,ZCTA5 33001,33001
41.5,15570,3452,37020,24159,ZCTA5 33004,33004
47.1,39889,8460,33157,24587,ZCTA5 33009,33009
43.9,46108,14742,22523,12318,ZCTA5 33010,33010
44.6,73805,15920,32273,15832,ZCTA5 33012,33012
44.4,32382,8109,29269,14389,ZCTA5 33013,33013
40.6,40517,8788,38332,18696,ZCTA5 33014,33014
34.6,65038,10163,51076,19659,ZCTA5 33015,33015
37.9,48450,9625,39085,16569,ZCTA5 33016,33016
39.7,46903,6907,49769,18035,ZCTA5 33018,33018
49.8,14195,1021,70388,49746,ZCTA5 33019,33019
39.8,41219,8950,34473,20543,ZCTA5 33020,33020
43,47400,6382,49966,28419,ZCTA5 33021,33021
35.8,64849,10713,43830,16964,ZCTA5 33023,33023
37.5,69630,9859,50417,22102,ZCTA5 33024,33024
32.9,57766,6940,51822,23660,ZCTA5 33025,33025
43.1,29747,1519,69313,33569,ZCTA5 33026,33026
40.4,57479,3698,61464,29817,ZCTA5 33027,33027
37.5,27547,1452,92588,33616,ZCTA5 33028,33028
36.6,47086,1565,88264,30976,ZCTA5 33029,33029
30.3,33500,11822,29994,14003,ZCTA5 33030,33030
41.6,6411,1227,62609,27902,ZCTA5 33031,33031
30.8,37028,9796,41469,18009,ZCTA5 33032,33032
30.9,51131,14675,44817,17177,ZCTA5 33033,33033
36,26083,8185,27996,7505,ZCTA5 33034,33034
32.2,14123,2469,58913,22280,ZCTA5 33035,33035
54.9,3849,426,49375,47153,ZCTA5 33036,33036
51.6,12226,1817,55944,42077,ZCTA5 33037,33037
29.5,307,130,31591,8321,ZCTA5 33039,33039
41.6,33254,4370,53050,29371,ZCTA5 33040,33040
51.2,6339,301,69495,38302,ZCTA5 33042,33042
53.3,4026,397,63100,37096,ZCTA5 33043,33043
42.4,8901,2054,47373,29475,ZCTA5 33050,33050
68.5,629,40,61027,47580,ZCTA5 33051,33051
30.9,29662,10338,24966,12383,ZCTA5 33054,33054
38.2,46013,9763,42841,15339,ZCTA5 33055,33055
33,34550,7986,41291,15898,ZCTA5 33056,33056
37.6,34330,9592,38093,21021,ZCTA5 33060,33060
57.4,22329,2387,55938,52740,ZCTA5 33062,33062
42.7,52564,6579,43756,24230,ZCTA5 33063,33063
38.6,54879,11023,42407,24364,ZCTA5 33064,33064
35.1,53614,7281,46993,21749,ZCTA5 33065,33065
57.5,16200,1492,42958,28059,ZCTA5 33066,33066
37.8,25288,1043,95621,43433,ZCTA5 33067,33067
31.2,50207,10255,43606,16194,ZCTA5 33068,33068
43.9,26013,4929,35415,21327,ZCTA5 33069,33069
47.2,4739,432,49239,32989,ZCTA5 33070,33070
37.5,38355,3236,75714,31046,ZCTA5 33071,33071
34.5,29678,2447,63687,27953,ZCTA5 33073,33073
38.2,31107,1801,107318,43408,ZCTA5 33076,33076
,0,0,,,ZCTA5 33101,33101
49.4,508,43,166976,116586,ZCTA5 33109,33109
,0,0,,,ZCTA5 33122,33122
43,53435,15967,24296,13406,ZCTA5 33125,33125
41,47311,9470,32221,16656,ZCTA5 33126,33126
33.7,30131,13800,22633,11102,ZCTA5 33127,33127
40.7,7458,2749,21003,13775,ZCTA5 33128,33128
38.9,14198,1961,54127,41352,ZCTA5 33129,33129
34,24338,9631,22813,19126,ZCTA5 33130,33130
31.9,14540,1796,78094,60035,ZCTA5 33131,33131
34.8,9976,1490,57843,43323,ZCTA5 33132,33132
39.9,33141,5875,55134,43926,ZCTA5 33133,33133
45.2,39367,4844,52316,36589,ZCTA5 33134,33134
44.4,35470,11782,21576,13968,ZCTA5 33135,33135
33.8,13248,5682,19129,13387,ZCTA5 33136,33136
36,20221,4224,48959,30012,ZCTA5 33137,33137
39.2,29292,8181,39949,26653,ZCTA5 33138,33138
38.1,38066,6672,46612,47650,ZCTA5 33139,33139
40,22197,2220,53699,51378,ZCTA5 33140,33140
40.3,36953,6692,37317,28096,ZCTA5 33141,33141
36.6,54178,20215,22260,11074,ZCTA5 33142,33142
39.8,31129,3267,63268,46739,ZCTA5 33143,33143
45.1,26009,4827,35968,16975,ZCTA5 33144,33144
44.3,30774,5979,37167,22055,ZCTA5 33145,33145
22.7,15383,633,111838,38959,ZCTA5 33146,33146
36.4,43414,13844,28258,13152,ZCTA5 33147,33147
40.9,12560,679,121624,78948,ZCTA5 33149,33149
33.3,27227,10842,25069,12865,ZCTA5 33150,33150
42.6,14209,1514,60347,45325,ZCTA5 33154,33154
42.1,46977,5265,54725,25748,ZCTA5 33155,33155
40.1,32114,2033,91353,61505,ZCTA5 33156,33156
37.7,67553,10146,59768,24941,ZCTA5 33157,33157
43.3,6777,240,135833,50248,ZCTA5 33158,33158
49.6,37674,5120,45627,45536,ZCTA5 33160,33160
34,54036,15497,33056,15097,ZCTA5 33161,33161
33.3,45773,10698,39191,15750,ZCTA5 33162,33162
45.2,56275,9461,43344,19379,ZCTA5 33165,33165
38.9,22899,2562,50180,23659,ZCTA5 33166,33166
34.3,19766,4250,36942,14501,ZCTA5 33167,33167
35.3,27990,5647,42605,14510,ZCTA5 33168,33168
33.3,38545,6274,42860,18831,ZCTA5 33169,33169
33.1,12034,3484,43636,15981,ZCTA5 33170,33170
38.3,38958,7061,41410,19177,ZCTA5 33172,33172
41.2,35354,3880,54300,26598,ZCTA5 33173,33173
41.5,29409,5730,35776,16611,ZCTA5 33174,33174
42.8,52348,6826,49729,20789,ZCTA5 33175,33175
40.5,51207,5991,60472,32269,ZCTA5 33176,33176
38.6,56355,6999,55559,18186,ZCTA5 33177,33177
33.8,42701,3844,72704,27088,ZCTA5 33178,33178
39.2,41977,6397,44325,22869,ZCTA5 33179,33179
43.9,32972,3988,68317,44779,ZCTA5 33180,33180
35.8,17665,3582,37718,27662,ZCTA5 33181,33181
40.6,16264,1818,66422,22014,ZCTA5 33182,33182
41.2,37166,4849,52571,22768,ZCTA5 33183,33183
42.2,21229,3394,50268,20677,ZCTA5 33184,33184
36.1,29029,2714,76293,25355,ZCTA5 33185,33185
36,71426,7253,63834,26041,ZCTA5 33186,33186
39.2,17159,1299,68571,23714,ZCTA5 33187,33187
35.5,23110,3699,47695,21000,ZCTA5 33189,33189
29.5,11878,1539,49118,22711,ZCTA5 33190,33190
39.3,45852,5877,50329,19961,ZCTA5 33193,33193
36.1,7438,436,68521,16178,ZCTA5 33194,33194
35.1,44429,5374,63773,23687,ZCTA5 33196,33196
43.2,13536,1140,80044,68603,ZCTA5 33301,33301
41.9,18562,3856,45020,40343,ZCTA5 33304,33304
48.6,12155,2221,52758,47364,ZCTA5 33305,33305
51.4,3403,199,81898,62013,ZCTA5 33306,33306
56,26616,2349,60341,53897,ZCTA5 33308,33308
37.2,35279,6327,45968,22082,ZCTA5 33309,33309
35.4,65304,20767,30738,14986,ZCTA5 33311,33311
38.4,52915,10565,47112,24806,ZCTA5 33312,33312
34.1,56934,15224,34431,16218,ZCTA5 33313,33313
34.8,22150,4899,39590,19024,ZCTA5 33314,33314
41.1,12206,1862,54298,34284,ZCTA5 33315,33315
49.7,10854,1679,59833,54371,ZCTA5 33316,33316
40.8,35414,4377,61383,28536,ZCTA5 33317,33317
40.9,46473,7560,37668,22003,ZCTA5 33319,33319
47.3,44326,5372,43689,25763,ZCTA5 33321,33321
49.7,37226,3797,46006,28675,ZCTA5 33322,33322
37.4,19696,1133,75945,31952,ZCTA5 33323,33323
39.2,44952,4288,58270,34347,ZCTA5 33324,33324
38.9,29796,2827,76623,32333,ZCTA5 33325,33325
39.1,32073,2311,77813,34293,ZCTA5 33326,33326
37.5,21627,1353,120479,46617,ZCTA5 33327,33327
37.9,28789,2365,78566,36427,ZCTA5 33328,33328
42,13595,556,98285,46243,ZCTA5 33330,33330
40.4,23769,961,92063,39724,ZCTA5 33331,33331
36.1,11791,614,109689,42313,ZCTA5 33332,33332
39.6,28709,4162,48025,28940,ZCTA5 33334,33334
34.7,34570,3667,54688,22743,ZCTA5 33351,33351
41.3,24979,4497,42337,29592,ZCTA5 33401,33401
37.8,11726,2900,40702,21251,ZCTA5 33403,33403
40.4,26909,7218,35723,22600,ZCTA5 33404,33404
37.4,21058,4865,43311,27323,ZCTA5 33405,33405
35.9,26057,4703,47685,22930,ZCTA5 33406,33406
34.7,28165,8409,34783,19230,ZCTA5 33407,33407
53.9,17578,1372,54952,47459,ZCTA5 33408,33408
33.4,30467,5909,41900,21072,ZCTA5 33409,33409
44.1,33249,3452,58876,41477,ZCTA5 33410,33410
40.8,64015,6082,63385,30163,ZCTA5 33411,33411
46,13395,960,91707,49047,ZCTA5 33412,33412
35.3,14661,2389,49881,19992,ZCTA5 33413,33413
38.3,54474,4754,75632,33654,ZCTA5 33414,33414
35.1,44429,10493,35248,16799,ZCTA5 33415,33415
44.1,30642,7044,31881,19510,ZCTA5 33417,33417
50.4,36588,1957,75072,52999,ZCTA5 33418,33418
43.4,20211,1530,48968,28577,ZCTA5 33426,33426
40.6,38943,3672,59152,28842,ZCTA5 33428,33428
33.4,21359,7248,30678,14391,ZCTA5 33430,33430
39.5,18026,1718,67500,38708,ZCTA5 33431,33431
49.8,18972,3318,55150,54603,ZCTA5 33432,33432
49.3,42991,4457,53801,37883,ZCTA5 33433,33433
60.4,19728,1760,48713,47002,ZCTA5 33434,33434
43.1,33336,8924,38296,25078,ZCTA5 33435,33435
48.2,42616,4392,51505,31399,ZCTA5 33436,33436
66.9,36952,3349,53745,37441,ZCTA5 33437,33437
49.6,436,157,25333,13492,ZCTA5 33438,33438
33.2,19359,4695,35964,16525,ZCTA5 33440,33440
41.9,26505,5810,36724,24297,ZCTA5 33441,33441
52.5,28723,3835,40537,28731,ZCTA5 33442,33442
37.5,21377,4986,45173,24408,ZCTA5 33444,33444
49.3,30135,3230,49810,33427,ZCTA5 33445,33445
69.2,22184,1526,47124,49082,ZCTA5 33446,33446
42.9,10223,562,99375,45671,ZCTA5 33449,33449
56.7,20131,1965,48614,40134,ZCTA5 33455,33455
40.7,50580,4437,67798,38511,ZCTA5 33458,33458
34.8,31330,9964,36502,18366,ZCTA5 33460,33460
32.7,41250,11511,32319,15232,ZCTA5 33461,33461
39.3,32180,5422,45848,26566,ZCTA5 33462,33462
34.1,56864,9548,51792,19709,ZCTA5 33463,33463
47.5,51606,3684,63891,32710,ZCTA5 33467,33467
54.1,13915,634,66025,45806,ZCTA5 33469,33469
40.3,25566,2198,73710,29201,ZCTA5 33470,33470
39.6,7443,1607,32078,13568,ZCTA5 33471,33471
53.1,19627,959,63419,34423,ZCTA5 33472,33472
34.4,6098,26,124853,50911,ZCTA5 33473,33473
29.9,7879,3131,25134,11456,ZCTA5 33476,33476
65.5,12414,823,75428,70734,ZCTA5 33477,33477
44.8,12370,851,93725,35226,ZCTA5 33478,33478
68.3,9559,447,97208,117439,ZCTA5 33480,33480
54,12131,1242,62604,66120,ZCTA5 33483,33483
69.8,24028,2271,36832,32873,ZCTA5 33484,33484
41.5,22200,1990,76772,39982,ZCTA5 33486,33486
51.7,17412,1584,66439,48650,ZCTA5 33487,33487
35.5,5028,909,28750,6024,ZCTA5 33493,33493
54.2,22354,1774,83138,64715,ZCTA5 33496,33496
45,14582,1090,82541,47941,ZCTA5 33498,33498
33.7,64,0,,7408,ZCTA5 33503,33503
37.2,26703,3204,53504,25285,ZCTA5 33510,33510
35.3,51807,6401,52511,25802,ZCTA5 33511,33511
45.4,11889,2405,36217,16783,ZCTA5 33513,33513
35.7,1980,551,38510,18069,ZCTA5 33514,33514
53.3,517,179,22321,17348,ZCTA5 33521,33521
39.4,18455,4568,35340,19212,ZCTA5 33523,33523
46,17728,2802,45579,26368,ZCTA5 33525,33525
31.9,15281,3558,49302,19945,ZCTA5 33527,33527
30,14214,3311,43793,16275,ZCTA5 33534,33534
48.9,4890,876,32056,21172,ZCTA5 33538,33538
52.4,9473,1454,43203,22686,ZCTA5 33540,33540
59.1,20971,1931,39377,21646,ZCTA5 33541,33541
54.2,21178,4068,32174,20291,ZCTA5 33542,33542
36.1,22234,1268,71357,29432,ZCTA5 33543,33543
35.5,23914,2031,75120,29804,ZCTA5 33544,33544
32.2,13599,1303,66115,22823,ZCTA5 33545,33545
36.3,21061,1448,93838,33756,ZCTA5 33547,33547
45.1,5797,249,81213,39473,ZCTA5 33548,33548
43.5,15276,1627,55614,32664,ZCTA5 33549,33549
42.9,20628,881,87326,42693,ZCTA5 33556,33556
40.6,20550,1369,71935,36146,ZCTA5 33558,33558
34.4,16952,1939,55643,27345,ZCTA5 33559,33559
32.3,26297,6288,38297,17399,ZCTA5 33563,33563
43.4,18477,2400,49680,23285,ZCTA5 33565,33565
35.6,20488,3055,57884,27698,ZCTA5 33566,33566
35.9,10787,2156,53055,20342,ZCTA5 33567,33567
39.3,23894,2246,71132,27839,ZCTA5 33569,33569
35.3,21066,4259,42168,20392,ZCTA5 33570,33570
41.9,15317,1340,70671,35973,ZCTA5 33572,33572
73.1,19566,1139,41667,30912,ZCTA5 33573,33573
61.1,3845,409,47431,30048,ZCTA5 33576,33576
32.4,39691,5036,54631,27191,ZCTA5 33578,33578
33.6,26188,1628,76333,26699,ZCTA5 33579,33579
37.3,25274,2965,54377,24126,ZCTA5 33584,33584
35.6,1392,277,37061,17316,ZCTA5 33585,33585
41.9,10876,2549,40000,22537,ZCTA5 33592,33592
38.3,33482,2963,62546,27893,ZCTA5 33594,33594
40.8,29771,1306,88844,35990,ZCTA5 33596,33596
46.2,7931,1551,32809,18355,ZCTA5 33597,33597
32.9,13285,3471,41806,18358,ZCTA5 33598,33598
36.6,11524,2192,63292,53397,ZCTA5 33602,33602
36.3,20095,5095,34565,21090,ZCTA5 33603,33603
35.1,37907,10460,32091,18162,ZCTA5 33604,33604
36,16468,6542,26313,14161,ZCTA5 33605,33605
29.5,17690,1857,61278,42874,ZCTA5 33606,33606
35.1,24289,6620,31831,19771,ZCTA5 33607,33607
39.5,16963,1455,57086,43643,ZCTA5 33609,33609
31.7,40469,13686,29130,14656,ZCTA5 33610,33610
40.8,31187,3459,54021,42397,ZCTA5 33611,33611
32.8,46167,15668,28474,16588,ZCTA5 33612,33612
30.3,31066,10762,26486,20656,ZCTA5 33613,33613
35.5,48125,11178,35098,18039,ZCTA5 33614,33614
38,45317,7231,47903,24706,ZCTA5 33615,33615
33.1,13673,2706,46548,29971,ZCTA5 33616,33616
31.7,43738,9834,37323,20213,ZCTA5 33617,33617
42,24843,1939,58609,36966,ZCTA5 33618,33618
34.8,34486,9133,32481,15237,ZCTA5 33619,33619
19.3,4282,0,,1937,ZCTA5 33620,33620
23.1,2130,205,61850,22997,ZCTA5 33621,33621
39.7,38931,4807,57872,29228,ZCTA5 33624,33624
36.6,25164,3039,56635,26034,ZCTA5 33625,33625
36.7,27623,2043,98303,43444,ZCTA5 33626,33626
40.8,23700,714,96661,56925,ZCTA5 33629,33629
35.7,19659,2343,49315,24594,ZCTA5 33634,33634
38.2,15937,1693,54340,28469,ZCTA5 33635,33635
32,15532,2500,44291,22871,ZCTA5 33637,33637
32.6,59375,6255,72131,36538,ZCTA5 33647,33647
47.2,14168,3527,33278,34826,ZCTA5 33701,33701
44.8,30219,3669,46656,28375,ZCTA5 33702,33702
44.6,23571,2391,58970,37144,ZCTA5 33703,33703
43.9,16752,1739,62665,40862,ZCTA5 33704,33704
40.8,26400,7166,35349,21893,ZCTA5 33705,33705
53.5,16030,1661,61364,46689,ZCTA5 33706,33706
52.1,24718,3285,41407,33126,ZCTA5 33707,33707
57.1,14910,1574,51489,40338,ZCTA5 33708,33708
48.4,25210,4024,33681,21319,ZCTA5 33709,33709
44.2,32494,3515,48360,25794,ZCTA5 33710,33710
38.2,18910,4854,36154,21650,ZCTA5 33711,33711
37.4,25353,5609,35354,19497,ZCTA5 33712,33712
40,30668,5051,45902,23891,ZCTA5 33713,33713
43.6,19039,4694,32160,18153,ZCTA5 33714,33714
60.8,6561,606,73622,52413,ZCTA5 33715,33715
33.2,15138,1738,47206,31621,ZCTA5 33716,33716
75.2,131,43,,10892,ZCTA5 33744,33744
39.7,24324,7422,35971,19438,ZCTA5 33755,33755
44.9,30048,5572,36609,24659,ZCTA5 33756,33756
41.8,17294,2091,43597,26383,ZCTA5 33759,33759
37,16039,3760,41770,22245,ZCTA5 33760,33760
52,19000,1140,52584,34921,ZCTA5 33761,33761
43.6,7295,268,58714,32450,ZCTA5 33762,33762
52.7,19083,2359,39175,26989,ZCTA5 33763,33763
50.2,25311,2372,48276,32374,ZCTA5 33764,33764
38.6,13409,1806,39816,25269,ZCTA5 33765,33765
62.1,8705,756,58780,55972,ZCTA5 33767,33767
45.1,25740,3595,40522,28152,ZCTA5 33770,33770
50.8,27470,5225,36140,23189,ZCTA5 33771,33771
48.9,22669,2058,46979,28276,ZCTA5 33772,33772
44.6,18003,2302,48183,27054,ZCTA5 33773,33773
48.4,18407,2010,49779,27889,ZCTA5 33774,33774
47.5,12943,670,67557,30916,ZCTA5 33776,33776
46,16835,2474,49230,29598,ZCTA5 33777,33777
50.7,14507,1760,41549,24523,ZCTA5 33778,33778
42,25515,3738,40594,21151,ZCTA5 33781,33781
47,21928,2677,48615,26678,ZCTA5 33782,33782
53.9,5570,370,61506,50896,ZCTA5 33785,33785
59.7,1538,90,79271,63440,ZCTA5 33786,33786
34,33614,8192,33255,16059,ZCTA5 33801,33801
42.9,26976,3563,44027,30276,ZCTA5 33803,33803
34.2,24060,6414,32891,15483,ZCTA5 33805,33805
44.4,28934,3406,47027,24172,ZCTA5 33809,33809
40.5,47995,6126,51909,22716,ZCTA5 33810,33810
39,20011,1550,55000,25472,ZCTA5 33811,33811
36,13896,1336,66860,26701,ZCTA5 33812,33812
42.5,31118,1959,74651,33602,ZCTA5 33813,33813
40.8,14389,4477,29417,13545,ZCTA5 33815,33815
39.9,28428,5910,39311,18512,ZCTA5 33823,33823
45.7,25908,5867,34377,16441,ZCTA5 33825,33825
38.8,2771,375,43068,21239,ZCTA5 33827,33827
36.6,26635,5748,43503,19055,ZCTA5 33830,33830
33,7841,1742,33250,10792,ZCTA5 33834,33834
41.7,19842,3301,48649,21108,ZCTA5 33837,33837
44.1,3611,816,40274,17843,ZCTA5 33838,33838
34.5,2880,469,40274,19063,ZCTA5 33839,33839
40.6,8819,1557,44029,17944,ZCTA5 33841,33841
42,12726,2359,37920,14681,ZCTA5 33843,33843
36.8,34536,8625,33055,16549,ZCTA5 33844,33844
22.2,212,102,33365,13206,ZCTA5 33847,33847
30,1727,275,24846,16528,ZCTA5 33848,33848
42.1,797,9,64500,20739,ZCTA5 33849,33849
44.1,7279,2239,30339,18329,ZCTA5 33850,33850
34.8,863,123,59083,23332,ZCTA5 33851,33851
52.1,20050,4493,36180,20439,ZCTA5 33852,33852
34.8,11044,3401,29634,15067,ZCTA5 33853,33853
55.4,108,0,31739,23706,ZCTA5 33854,33854
,16,0,,,ZCTA5 33855,33855
73.2,465,89,24904,21613,ZCTA5 33856,33856
50,1796,248,32069,17063,ZCTA5 33857,33857
45.2,10807,2181,39727,20643,ZCTA5 33859,33859
34.6,22487,3628,45597,19823,ZCTA5 33860,33860
43.1,692,204,34864,13007,ZCTA5 33865,33865
66.3,373,27,41406,25970,ZCTA5 33867,33867
43.2,12596,1922,46856,20281,ZCTA5 33868,33868
46.8,21626,5195,29213,18504,ZCTA5 33870,33870
61,14204,1519,41002,24449,ZCTA5 33872,33872
33.5,13421,3754,41307,18883,ZCTA5 33873,33873
52.4,10621,916,41011,23053,ZCTA5 33875,33875
55.9,4916,960,42360,20360,ZCTA5 33876,33876
35,317,23,21104,11373,ZCTA5 33877,33877
37.2,36076,8035,37654,18627,ZCTA5 33880,33880
